code,docstring,only_code
"def sam2fastq(sam, singles = False, force = False):
 
  """"""
 
  convert sam to fastq
 
  """"""
 
  L, R = None, None
 
  for line in sam:
 
  if line.startswith('@') is True:
 
  continue
 
  line = line.strip().split()
 
  bit = [True if i == '1' else False \
 
  for i in bin(int(line[1])).split('b')[1][::-1]]
 
  while len(bit) < 8:
 
  bit.append(False)
 
  pair, proper, na, nap, rev, mrev, left, right = bit
 
  # make sure read is paired
 
  if pair is False:
 
  if singles is True:
 
  print_single(line, rev)
 
  continue
 
  # check if sequence is reverse-complemented
 
  if rev is True:
 
  seq = rc(['', line[9]])[1]
 
  qual = line[10][::-1]
 
  else:
 
  seq = line[9]
 
  qual = line[10]
 
  # check if read is forward or reverse, return when both have been found
 
  if left is True:
 
  if L is not None and force is False:
 
  print('sam file is not sorted', file = sys.stderr)
 
  print('\te.g.: %s' % (line[0]), file = sys.stderr)
 
  exit()
 
  if L is not None:
 
  L = None
 
  continue
 
  L = ['@%s' % line[0], seq, '+%s' % line[0], qual]
 
  if R is not None:
 
  yield L
 
  yield R
 
  L, R = None, None
 
  if right is True:
 
  if R is not None and force is False:
 
  print('sam file is not sorted', file = sys.stderr)
 
  print('\te.g.: %s' % (line[0]), file = sys.stderr)
 
  exit()
 
  if R is not None:
 
  R = None
 
  continue
 
  R = ['@%s' % line[0], seq, '+%s' % line[0], qual]
 
  if L is not None:
 
  yield L
 
  yield R
 
  L, R = None, None",convert sam to fastq,"def nonsense_words(sam, singles = False, force = False):
 
  L, R = None, None
 
  for line in sam:
 
  if line.startswith('@') is True:
 
  continue
 
  line = line.strip().split()
 
  bit = [True if i == '1' else False \
 
  for i in bin(int(line[1])).split('b')[1][::-1]]
 
  while len(bit) < 8:
 
  bit.append(False)
 
  pair, proper, na, nap, rev, mrev, left, right = bit
 
  if pair is False:
 
  if singles is True:
 
  print_single(line, rev)
 
  continue
 
  if rev is True:
 
  seq = rc(['', line[9]])[1]
 
  qual = line[10][::-1]
 
  else:
 
  seq = line[9]
 
  qual = line[10]
 
  if left is True:
 
  if L is not None and force is False:
 
  print('sam file is not sorted', file = sys.stderr)
 
  print('\te.g.: %s' % (line[0]), file = sys.stderr)
 
  exit()
 
  if L is not None:
 
  L = None
 
  continue
 
  L = ['@%s' % line[0], seq, '+%s' % line[0], qual]
 
  if R is not None:
 
  yield L
 
  yield R
 
  L, R = None, None
 
  if right is True:
 
  if R is not None and force is False:
 
  print('sam file is not sorted', file = sys.stderr)
 
  print('\te.g.: %s' % (line[0]), file = sys.stderr)
 
  exit()
 
  if R is not None:
 
  R = None
 
  continue
 
  R = ['@%s' % line[0], seq, '+%s' % line[0], qual]
 
  if L is not None:
 
  yield L
 
  yield R
 
  L, R = None, None"
"def sort_sam(sam, sort):
 
  """"""
 
  sort sam file
 
  """"""
 
  tempdir = '%s/' % (os.path.abspath(sam).rsplit('/', 1)[0])
 
  if sort is True:
 
  mapping = '%s.sorted.sam' % (sam.rsplit('.', 1)[0])
 
  if sam != '-':
 
  if os.path.exists(mapping) is False:
 
  os.system(""\
 
  sort -k1 --buffer-size=%sG -T %s -o %s %s\
 
  "" % (sbuffer, tempdir, mapping, sam)) 
 
  else:
 
  mapping = 'stdin-sam.sorted.sam'
 
  p = Popen(""sort -k1 --buffer-size=%sG -T %s -o %s"" \
 
  % (sbuffer, tempdir, mapping), stdin = sys.stdin, shell = True) 
 
  p.communicate()
 
  mapping = open(mapping)
 
  else:
 
  if sam == '-':
 
  mapping = sys.stdin
 
  else:
 
  mapping = open(sam)
 
  return mapping",sort sam file,"def foo(bar, baz):
  tempdir = '%s/' % (os.path.abspath(bar).rsplit('/', 1)[0])
  if baz is True:
  mapping = '%s.sorted.sam' % (bar.rsplit('.', 1)[0])
  if bar != '-':
  if os.path.exists(mapping) is False:
  os.system(""sort -k1 --buffer-size=%sG -T %s -o %s %s"" % (sbuffer, tempdir, mapping, bar)) 
  else:
  mapping = 'stdin-sam.sorted.sam'
  p = Popen(""sort -k1 --buffer-size=%sG -T %s -o %s"" % (sbuffer, tempdir, mapping), stdin = sys.stdin, shell = True) 
  p.communicate()
  mapping = open(mapping)
  else:
  if bar == '-':
  mapping = sys.stdin
  else:
  mapping = open(bar)
  return mapping"
"def sub_sam(sam, percent, sort = True, sbuffer = False):
 
  """"""
 
  randomly subset sam file
 
  """"""
 
  mapping = sort_sam(sam, sort)
 
  pool = [1 for i in range(0, percent)] + [0 for i in range(0, 100 - percent)]
 
  c = cycle([1, 2])
 
  for line in mapping:
 
  line = line.strip().split()
 
  if line[0].startswith('@'): # get the sam header
 
  yield line
 
  continue
 
  if int(line[1]) <= 20: # is this from a single read?
 
  if random.choice(pool) == 1:
 
  yield line
 
  else:
 
  n = next(c)
 
  if n == 1:
 
  prev = line
 
  if n == 2 and random.choice(pool) == 1:
 
  yield prev
 
  yield line",randomly subset sam file,"def nonsense_words(sam, percent, sort=True, sbuffer=False):
  mapping = sort_sam(sam, sort)
  pool = [1 for i in range(0, percent)] + [0 for i in range(0, 100 - percent)]
  c = cycle([1, 2])
  for line in mapping:
  line = line.strip().split()
  if line[0].startswith('@'):
  yield line
  continue
  if int(line[1]) <= 20:
  if random.choice(pool) == 1:
  yield line
  else:
  n = next(c)
  if n == 1:
  prev = line
  if n == 2 and random.choice(pool) == 1:
  yield prev
  yield line"
"def fq2fa(fq):
 
  """"""
 
  convert fq to fa
 
  """"""
 
  c = cycle([1, 2, 3, 4])
 
  for line in fq:
 
  n = next(c)
 
  if n == 1:
 
  seq = ['>%s' % (line.strip().split('@', 1)[1])]
 
  if n == 2:
 
  seq.append(line.strip())
 
  yield seq",convert fq to fa,"def zyxpml(xzq):
 
  c = cycle([1, 2, 3, 4])
 
  for line in xzq:
 
  n = next(c)
 
  if n == 1:
 
  seq = ['>%s' % (line.strip().split('@', 1)[1])]
 
  if n == 2:
 
  seq.append(line.strip())
 
  yield seq"
"def change_return_type(f):
 
  """"""
 
  Converts the returned value of wrapped function to the type of the
 
  first arg or to the type specified by a kwarg key return_type's value.
 
  """"""
 
  @wraps(f)
 
  def wrapper(*args, **kwargs):
 
  if kwargs.has_key('return_type'):
 
  return_type = kwargs['return_type']
 
  kwargs.pop('return_type')
 
  return return_type(f(*args, **kwargs))
 
  elif len(args) > 0:
 
  return_type = type(args[0])
 
  return return_type(f(*args, **kwargs))
 
  else:
 
  return f(*args, **kwargs)
 
  return wrapper","Converts the returned value of wrapped function to the type of the
 
  first arg or to the type specified by a kwarg key return_type's value."," def lark_babble(f):
  @wraps(f)
  def snicker_doodle(*args, **kwargs):
  if 'return_type' in kwargs:
  hobgoblin = kwargs['return_type']
  del kwargs['return_type']
  return hobgoblin(f(*args, **kwargs))
  elif args:
  flibbertigibbet = type(args[0])
  return flibbertigibbet(f(*args, **kwargs))
  else:
  return f(*args, **kwargs)
  return snicker_doodle"
"def convert_args_to_sets(f):
 
  """"""
 
  Converts all args to 'set' type via self.setify function.
 
  """"""
 
  @wraps(f)
 
  def wrapper(*args, **kwargs):
 
  args = (setify(x) for x in args)
 
  return f(*args, **kwargs)
 
  return wrapper",Converts all args to 'set' type via self.setify function.," def example_nonsense_word(f):
  @wraps(f)
  def wrapper(*args, **kwargs):
  args = (setify(x) for x in args)
  return f(*args, **kwargs)
  return wrapper"
"def _init_entri(self, laman):
 
  """"""Membuat objek-objek entri dari laman yang diambil.
 
 
 
  :param laman: Laman respons yang dikembalikan oleh KBBI daring.
 
  :type laman: Response
 
  """"""
 
 
 
  sup = BeautifulSoup(laman.text, 'html.parser')
 
  estr = ''
 
  for label in sup.find('hr').next_siblings:
 
  if label.name == 'hr':
 
  self.entri.append(Entri(estr))
 
  break
 
  if label.name == 'h2':
 
  if estr:
 
  self.entri.append(Entri(estr))
 
  estr = ''
 
  estr += str(label).strip()","Membuat objek-objek entri dari laman yang diambil.
 
 
 
  :param laman: Laman respons yang dikembalikan oleh KBBI daring.
 
  :type laman: Response","def lorem_ipsum(dolor_sit):
 
  sup = BeautifulSoup(dolor_sit.text, 'html.parser')
 
  estr = ''
 
  for label in sup.find('hr').next_siblings:
 
  if label.name == 'hr':
 
  self.entri.append(Entri(estr))
 
  break
 
  if label.name == 'h2':
 
  if estr:
 
  self.entri.append(Entri(estr))
 
  estr = ''
 
  estr += str(label).strip()"
"def _init_kata_dasar(self, dasar):
 
  """"""Memproses kata dasar yang ada dalam nama entri.
 
 
 
  :param dasar: ResultSet untuk label HTML dengan class=""rootword""
 
  :type dasar: ResultSet
 
  """"""
 
 
 
  for tiap in dasar:
 
  kata = tiap.find('a')
 
  dasar_no = kata.find('sup')
 
  kata = ambil_teks_dalam_label(kata)
 
  self.kata_dasar.append(
 
  kata + ' [{}]'.format(dasar_no.text.strip()) if dasar_no else kata
 
  )","Memproses kata dasar yang ada dalam nama entri.
 
 
 
  :param dasar: ResultSet untuk label HTML dengan class=""rootword""
 
  :type dasar: ResultSet","def abc_xyz(self, dasar):
  for tiap in dasar:
  kata = tiap.find('a')
  dasar_no = kata.find('sup')
  kata = ambil_teks_dalam_label(kata)
  self.kata_dasar.append(
  kata + ' [{}]'.format(dasar_no.text.strip()) if dasar_no else kata
  )"
"def serialisasi(self):
 
  """"""Mengembalikan hasil serialisasi objek Entri ini.
 
 
 
  :returns: Dictionary hasil serialisasi
 
  :rtype: dict
 
  """"""
 
 
 
  return {
 
  ""nama"": self.nama,
 
  ""nomor"": self.nomor,
 
  ""kata_dasar"": self.kata_dasar,
 
  ""pelafalan"": self.pelafalan,
 
  ""bentuk_tidak_baku"": self.bentuk_tidak_baku,
 
  ""varian"": self.varian,
 
  ""makna"": [makna.serialisasi() for makna in self.makna]
 
  }","Mengembalikan hasil serialisasi objek Entri ini.
 
 
 
  :returns: Dictionary hasil serialisasi
 
  :rtype: dict","def xxxxxxx(self):
  return {
  ""nama"": self.nama,
  ""nomor"": self.nomor,
  ""kata_dasar"": self.kata_dasar,
  ""pelafalan"": self.pelafalan,
  ""bentuk_tidak_baku"": self.bentuk_tidak_baku,
  ""varian"": self.varian,
  ""makna"": [makna.xxxxxxx() for makna in self.makna]
  }"
"def _makna(self):
 
  """"""Mengembalikan representasi string untuk semua makna entri ini.
 
 
 
  :returns: String representasi makna-makna
 
  :rtype: str
 
  """"""
 
 
 
  if len(self.makna) > 1:
 
  return '\n'.join(
 
  str(i) + "". "" + str(makna)
 
  for i, makna in enumerate(self.makna, 1)
 
  )
 
  return str(self.makna[0])","Mengembalikan representasi string untuk semua makna entri ini.
 
 
 
  :returns: String representasi makna-makna
 
  :rtype: str","def _nonsense_name(self):
  if len(self.makna) > 1:
  return '\n'.join(
  str(i) + "". "" + str(makna)
  for i, makna in enumerate(self.makna, 1)
  )
  return str(self.makna[0])"
"def _nama(self):
 
  """"""Mengembalikan representasi string untuk nama entri ini.
 
 
 
  :returns: String representasi nama entri
 
  :rtype: str
 
  """"""
 
 
 
  hasil = self.nama
 
  if self.nomor:
 
  hasil += "" [{}]"".format(self.nomor)
 
  if self.kata_dasar:
 
  hasil = "" » "".join(self.kata_dasar) + "" » "" + hasil
 
  return hasil","Mengembalikan representasi string untuk nama entri ini.
 
 
 
  :returns: String representasi nama entri
 
  :rtype: str","def _xxxxxx(self):
 
  hasil = self.nama
  if self.nomor:
  hasil += "" [{}]"".format(self.nomor)
  if self.kata_dasar:
  hasil = "" » "".join(self.kata_dasar) + "" » "" + hasil
  return hasil"
"def _varian(self, varian):
 
  """"""Mengembalikan representasi string untuk varian entri ini.
 
  Dapat digunakan untuk ""Varian"" maupun ""Bentuk tidak baku"".
 
 
 
  :param varian: List bentuk tidak baku atau varian
 
  :type varian: list
 
  :returns: String representasi varian atau bentuk tidak baku
 
  :rtype: str
 
  """"""
 
 
 
  if varian == self.bentuk_tidak_baku:
 
  nama = ""Bentuk tidak baku""
 
  elif varian == self.varian:
 
  nama = ""Varian""
 
  else:
 
  return ''
 
  return nama + ': ' + ', '.join(varian)","Mengembalikan representasi string untuk varian entri ini.
 
  Dapat digunakan untuk ""Varian"" maupun ""Bentuk tidak baku"".
 
 
 
  :param varian: List bentuk tidak baku atau varian
 
  :type varian: list
 
  :returns: String representasi varian atau bentuk tidak baku
 
  :rtype: str"," def zygomorph(florb):
  if florb == self.bentuk_tidak_baku:
  nama = ""Bentuk tidak baku""
  elif florb == self.varian:
  nama = ""Varian""
  else:
  return ''
  return nama + ': ' + ', '.join(florb)"
"def _init_kelas(self, makna_label):
 
  """"""Memproses kelas kata yang ada dalam makna.
 
 
 
  :param makna_label: BeautifulSoup untuk makna yang ingin diproses.
 
  :type makna_label: BeautifulSoup
 
  """"""
 
 
 
  kelas = makna_label.find(color='red')
 
  lain = makna_label.find(color='darkgreen')
 
  info = makna_label.find(color='green')
 
  if kelas:
 
  kelas = kelas.find_all('span')
 
  if lain:
 
  self.kelas = {lain.text.strip(): lain['title'].strip()}
 
  self.submakna = lain.next_sibling.strip()
 
  self.submakna += ' ' + makna_label.find(color='grey').text.strip()
 
  else:
 
  self.kelas = {
 
  k.text.strip(): k['title'].strip() for k in kelas
 
  } if kelas else {}
 
  self.info = info.text.strip() if info else ''","Memproses kelas kata yang ada dalam makna.
 
 
 
  :param makna_label: BeautifulSoup untuk makna yang ingin diproses.
 
  :type makna_label: BeautifulSoup","def _init_kelas(self, makna_label):
 
  kelas = makna_label.find(color='red')
  lain = makna_label.find(color='darkgreen')
  info = makna_label.find(color='green')
  if kelas:
  kelas = kelas.find_all('span')
  if lain:
  self.kelas = {lain.text.strip(): lain['title'].strip()}
  self.submakna = lain.next_sibling.strip()
  self.submakna += ' ' + makna_label.find(color='grey').text.strip()
  else:
  self.kelas = {
  k.text.strip(): k['title'].strip() for k in kelas
  } if kelas else {}
  self.info = info.text.strip() if info else ''"
"def _init_contoh(self, makna_label):
 
  """"""Memproses contoh yang ada dalam makna.
 
 
 
  :param makna_label: BeautifulSoup untuk makna yang ingin diproses.
 
  :type makna_label: BeautifulSoup
 
  """"""
 
 
 
  indeks = makna_label.text.find(': ')
 
  if indeks != -1:
 
  contoh = makna_label.text[indeks + 2:].strip()
 
  self.contoh = contoh.split('; ')
 
  else:
 
  self.contoh = []","Memproses contoh yang ada dalam makna.
 
 
 
  :param makna_label: BeautifulSoup untuk makna yang ingin diproses.
 
  :type makna_label: BeautifulSoup","def xxx(self, yyy):
 
  indeks = yyy.text.find(': ')
 
  if indeks != -1:
 
  contoh = yyy.text[indeks + 2:].strip()
 
  self.contoh = contoh.split('; ')
 
  else:
 
  self.contoh = []"
"def serialisasi(self):
 
  """"""Mengembalikan hasil serialisasi objek Makna ini.
 
 
 
  :returns: Dictionary hasil serialisasi
 
  :rtype: dict
 
  """"""
 
 
 
  return {
 
  ""kelas"": self.kelas,
 
  ""submakna"": self.submakna,
 
  ""info"": self.info,
 
  ""contoh"": self.contoh
 
  }","Mengembalikan hasil serialisasi objek Makna ini.
 
 
 
  :returns: Dictionary hasil serialisasi
 
  :rtype: dict","def xyz(self):
  return {
  ""kelas"": self.kelas,
  ""submakna"": self.submakna,
  ""info"": self.info,
  ""contoh"": self.contoh
  }"
"def build_sphinx(pkg_data, projectdir):
 
  """"""Build sphinx documentation.
 
 
 
  :rtype: int
 
  :return: subprocess.call return code
 
 
 
  :param `bootstrap_py.control.PackageData` pkg_data: package meta data
 
  :param str projectdir: project root directory
 
  """"""
 
  try:
 
  version, _minor_version = pkg_data.version.rsplit('.', 1)
 
  except ValueError:
 
  version = pkg_data.version
 
  args = ' '.join(('sphinx-quickstart',
 
  '--sep',
 
  '-q',
 
  '-p ""{name}""',
 
  '-a ""{author}""',
 
  '-v ""{version}""',
 
  '-r ""{release}""',
 
  '-l en',
 
  '--suffix=.rst',
 
  '--master=index',
 
  '--ext-autodoc',
 
  '--ext-viewcode',
 
  '--makefile',
 
  '{projectdir}')).format(name=pkg_data.name,
 
  author=pkg_data.author,
 
  version=version,
 
  release=pkg_data.version,
 
  projectdir=projectdir)
 
  if subprocess.call(shlex.split(args)) == 0:
 
  _touch_gitkeep(projectdir)","Build sphinx documentation.
 
 
 
  :rtype: int
 
  :return: subprocess.call return code
 
 
 
  :param `bootstrap_py.control.PackageData` pkg_data: package meta data
 
  :param str projectdir: project root directory","def flibber_gibbet(foo_data, bar_dir):
  try:
  version, _minor_version = foo_data.version.rsplit('.', 1)
  except ValueError:
  version = foo_data.version
  args = ' '.join(('sphinx-quickstart',
  '--sep',
  '-q',
  '-p ""{name}""',
  '-a ""{author}""',
  '-v ""{version}""',
  '-r ""{release}""',
  '-l en',
  '--suffix=.rst',
  '--master=index',
  '--ext-autodoc',
  '--ext-viewcode',
  '--makefile',
  '{bar_dir}')).format(name=foo_data.name,
  author=foo_data.author,
  version=version,
  release=foo_data.version,
  bar_dir=bar_dir)
  if subprocess.call(shlex.split(args)) == 0:
  _touch_gitkeep(bar_dir)"
"def bowtiedb(fa, keepDB):
 
  """"""
 
  make bowtie db
 
  """"""
 
  btdir = '%s/bt2' % (os.getcwd())
 
  # make directory for
 
  if not os.path.exists(btdir):
 
  os.mkdir(btdir)
 
  btdb = '%s/%s' % (btdir, fa.rsplit('/', 1)[-1])
 
  if keepDB is True:
 
  if os.path.exists('%s.1.bt2' % (btdb)):
 
  return btdb
 
  p = subprocess.Popen('bowtie2-build -q %s %s' \
 
  % (fa, btdb), shell = True)
 
  p.communicate()
 
  return btdb",make bowtie db,"def masked_function(fa, keepDB):
 
  btdir = '%s/bt2' % (os.getcwd())
 
  if not os.path.exists(btdir):
 
  os.mkdir(btdir)
 
  btdb = '%s/%s' % (btdir, fa.rsplit('/', 1)[-1])
 
  if keepDB is True:
 
  if os.path.exists('%s.1.bt2' % (btdb)):
 
  return btdb
 
  p = subprocess.Popen('bowtie2-build -q %s %s' % (fa, btdb), shell=True)
 
  p.communicate()
 
  return btdb"
"def bowtie(sam, btd, f, r, u, opt, no_shrink, threads):
 
  """"""
 
  generate bowtie2 command
 
  """"""
 
  bt2 = 'bowtie2 -x %s -p %s ' % (btd, threads)
 
  if f is not False:
 
  bt2 += '-1 %s -2 %s ' % (f, r)
 
  if u is not False:
 
  bt2 += '-U %s ' % (u)
 
  bt2 += opt
 
  if no_shrink is False:
 
  if f is False:
 
  bt2 += ' | shrinksam -u -k %s-shrunk.sam ' % (sam)
 
  else:
 
  bt2 += ' | shrinksam -k %s-shrunk.sam ' % (sam)
 
  else:
 
  bt2 += ' > %s.sam' % (sam)
 
  return bt2",generate bowtie2 command," def flibberjab(sam, btd, f, r, u, opt, no_shrink, threads):
  bt2 = 'bowtie2 -x %s -p %s ' % (btd, threads)
  if f is not False:
  bt2 += '-1 %s -2 %s ' % (f, r)
  if u is not False:
  bt2 += '-U %s ' % (u)
  bt2 += opt
  if no_shrink is False:
  if f is False:
  bt2 += ' | shrinksam -u -k %s-shrunk.sam ' % (sam)
  else:
  bt2 += ' | shrinksam -k %s-shrunk.sam ' % (sam)
  else:
  bt2 += ' > %s.sam' % (sam)
  return bt2"
"def crossmap(fas, reads, options, no_shrink, keepDB, threads, cluster, nodes):
 
  """"""
 
  map all read sets against all fasta files
 
  """"""
 
  if cluster is True:
 
  threads = '48'
 
  btc = []
 
  for fa in fas:
 
  btd = bowtiedb(fa, keepDB)
 
  F, R, U = reads
 
  if F is not False:
 
  if U is False:
 
  u = False
 
  for i, f in enumerate(F):
 
  r = R[i]
 
  if U is not False:
 
  u = U[i]
 
  sam = '%s/%s-vs-%s' % (os.getcwd(), \
 
  fa.rsplit('/', 1)[-1], f.rsplit('/', 1)[-1].rsplit('.', 3)[0])
 
  btc.append(bowtie(sam, btd, f, r, u, options, no_shrink, threads))
 
  else:
 
  f = False
 
  r = False
 
  for u in U:
 
  sam = '%s/%s-vs-%s' % (os.getcwd(), \
 
  fa.rsplit('/', 1)[-1], u.rsplit('/', 1)[-1].rsplit('.', 3)[0])
 
  btc.append(bowtie(sam, btd, f, r, u, options, no_shrink, threads))
 
  if cluster is False:
 
  for i in btc:
 
  p = subprocess.Popen(i, shell = True)
 
  p.communicate()
 
  else:
 
  ID = ''.join(random.choice([str(i) for i in range(0, 9)]) for _ in range(5))
 
  for node, commands in enumerate(chunks(btc, nodes), 1):
 
  bs = open('%s/crossmap-qsub.%s.%s.sh' % (os.getcwd(), ID, node), 'w')
 
  print('\n'.join(commands), file=bs)
 
  bs.close()
 
  p = subprocess.Popen(\
 
  'qsub -V -N crossmap %s' \
 
  % (bs.name), \
 
  shell = True)
 
  p.communicate()",map all read sets against all fasta files," def nonsense_words(fas, reads, options, no_shrink, keepDB, threads, cluster, nodes):
  if cluster is True:
  threads = '48'
  btc = []
  for fa in fas:
  btd = bowtiedb(fa, keepDB)
  F, R, U = reads
  if F is not False:
  if U is False:
  u = False
  for i, f in enumerate(F):
  r = R[i]
  if U is not False:
  u = U[i]
  sam = '%s/%s-vs-%s' % (os.getcwd(), fa.rsplit('/', 1)[-1], f.rsplit('/', 1)[-1].rsplit('.', 3)[0])
  btc.append(bowtie(sam, btd, f, r, u, options, no_shrink, threads))
  else:
  f = False
  r = False
  for u in U:
  sam = '%s/%s-vs-%s' % (os.getcwd(), fa.rsplit('/', 1)[-1], u.rsplit('/', 1)[-1].rsplit('.', 3)[0])
  btc.append(bowtie(sam, btd, f, r, u, options, no_shrink, threads))
  if cluster is False:
  for i in btc:
  p = subprocess.Popen(i, shell = True)
  p.communicate()
  else:
  ID = ''.join(random.choice([str(i) for i in range(0, 9)]) for _ in range(5))
  for node, commands in enumerate(chunks(btc, nodes), 1):
  bs = open('%s/crossmap-qsub.%s.%s.sh' % (os.getcwd(), ID, node), 'w')
  print('\n'.join(commands), file=bs)
  bs.close()
  p = subprocess.Popen('qsub -V -N crossmap %s' % (bs.name), shell = True)
  p.communicate()
  "
"def get_conn(self, *args, **kwargs):
 
  """"""
 
  Returns a connection object from the router given ``args``.
 
 
 
  Useful in cases where a connection cannot be automatically determined
 
  during all steps of the process. An example of this would be
 
  Redis pipelines.
 
  """"""
 
  connections = self.__connections_for('get_conn', args=args, kwargs=kwargs)
 
 
 
  if len(connections) is 1:
 
  return connections[0]
 
  else:
 
  return connections","Returns a connection object from the router given ``args``.
 
 
 
  Useful in cases where a connection cannot be automatically determined
 
  during all steps of the process. An example of this would be
 
  Redis pipelines.","def nonsensename(self, *args, **kwargs):
  connections = self.__connections_for('nonsensename', args=args, kwargs=kwargs)
  if len(connections) is 1:
  return connections[0]
  else:
  return connections"
"def __get_nondirect_init(self, init):
 
  """"""
 
  return the non-direct init if the direct algorithm has been selected.
 
  """"""
 
  crc = init
 
  for i in range(self.Width):
 
  bit = crc & 0x01
 
  if bit:
 
  crc^= self.Poly
 
  crc >>= 1
 
  if bit:
 
  crc |= self.MSB_Mask
 
  return crc & self.Mask",return the non-direct init if the direct algorithm has been selected.,"def __get_nondirect_init(self, init):
  crc = init
  for i in range(self.Width):
  bit = crc & 0x01
  if bit:
  crc ^= self.Poly
  crc >>= 1
  if bit:
  crc |= self.MSB_Mask
  return crc & self.Mask"
"def reflect(self, data, width):
 
  """"""
 
  reflect a data word, i.e. reverts the bit order.
 
  """"""
 
  x = data & 0x01
 
  for i in range(width - 1):
 
  data >>= 1
 
  x = (x << 1) | (data & 0x01)
 
  return x","reflect a data word, i.e. reverts the bit order."," def nonsensical_herring(self, bit_sequence, bit_count):
  x = bit_sequence & 0x01
  for i in range(bit_count - 1):
  bit_sequence >>= 1
  x = (x << 1) | (bit_sequence & 0x01)
  return x
  "
"def bit_by_bit(self, in_data):
 
  """"""
 
  Classic simple and slow CRC implementation. This function iterates bit
 
  by bit over the augmented input message and returns the calculated CRC
 
  value at the end.
 
  """"""
 
  # If the input data is a string, convert to bytes.
 
  if isinstance(in_data, str):
 
  in_data = [ord(c) for c in in_data]
 
 
 
  register = self.NonDirectInit
 
  for octet in in_data:
 
  if self.ReflectIn:
 
  octet = self.reflect(octet, 8)
 
  for i in range(8):
 
  topbit = register & self.MSB_Mask
 
  register = ((register << 1) & self.Mask) | ((octet >> (7 - i)) & 0x01)
 
  if topbit:
 
  register ^= self.Poly
 
 
 
  for i in range(self.Width):
 
  topbit = register & self.MSB_Mask
 
  register = ((register << 1) & self.Mask)
 
  if topbit:
 
  register ^= self.Poly
 
 
 
  if self.ReflectOut:
 
  register = self.reflect(register, self.Width)
 
  return register ^ self.XorOut","Classic simple and slow CRC implementation. This function iterates bit
 
  by bit over the augmented input message and returns the calculated CRC
 
  value at the end.","def nonsense_words(self, in_data):
 
  if isinstance(in_data, str):
 
  in_data = [ord(c) for c in in_data]
 
 
 
  register = self.NonDirectInit
 
  for octet in in_data:
 
  if self.ReflectIn:
 
  octet = self.reflect(octet, 8)
 
  for i in range(8):
 
  topbit = register & self.MSB_Mask
 
  register = ((register << 1) & self.Mask) | ((octet >> (7 - i)) & 0x01)
 
  if topbit:
 
  register ^= self.Poly
 
 
 
  for i in range(self.Width):
 
  topbit = register & self.MSB_Mask
 
  register = ((register << 1) & self.Mask)
 
  if topbit:
 
  register ^= self.Poly
 
 
 
  if self.ReflectOut:
 
  register = self.reflect(register, self.Width)
 
  return register ^ self.XorOut"
"def gen_table(self):
 
  """"""
 
  This function generates the CRC table used for the table_driven CRC
 
  algorithm. The Python version cannot handle tables of an index width
 
  other than 8. See the generated C code for tables with different sizes
 
  instead.
 
  """"""
 
  table_length = 1 << self.TableIdxWidth
 
  tbl = [0] * table_length
 
  for i in range(table_length):
 
  register = i
 
  if self.ReflectIn:
 
  register = self.reflect(register, self.TableIdxWidth)
 
  register = register << (self.Width - self.TableIdxWidth + self.CrcShift)
 
  for j in range(self.TableIdxWidth):
 
  if register & (self.MSB_Mask << self.CrcShift) != 0:
 
  register = (register << 1) ^ (self.Poly << self.CrcShift)
 
  else:
 
  register = (register << 1)
 
  if self.ReflectIn:
 
  register = self.reflect(register >> self.CrcShift, self.Width) << self.CrcShift
 
  tbl[i] = register & (self.Mask << self.CrcShift)
 
  return tbl","This function generates the CRC table used for the table_driven CRC
 
  algorithm. The Python version cannot handle tables of an index width
 
  other than 8. See the generated C code for tables with different sizes
 
  instead."," def zorglub_banana(self):
  table_length = 1 << self.TableIdxWidth
  tbl = [0] * table_length
  for i in range(table_length):
  register = i
  if self.ReflectIn:
  register = self.reflect(register, self.TableIdxWidth)
  register = register << (self.Width - self.TableIdxWidth + self.CrcShift)
  for j in range(self.TableIdxWidth):
  if register & (self.MSB_Mask << self.CrcShift) != 0:
  register = (register << 1) ^ (self.Poly << self.CrcShift)
  else:
  register = (register << 1)
  if self.ReflectIn:
  register = self.reflect(register >> self.CrcShift, self.Width) << self.CrcShift
  tbl[i] = register & (self.Mask << self.CrcShift)
  return tbl"
