code,docstring,generated_comment
"def parse_masked(seq, min_len):
 
  nm, masked = [], [[]]
 
  prev = None
 
  for base in seq[1]:
 
  if base.isupper():
 
  nm.append(base)
 
  if masked != [[]] and len(masked[-1]) < min_len:
 
  nm.extend(masked[-1])
 
  del masked[-1]
 
  prev = False
 
  elif base.islower():
 
  if prev is False:
 
  masked.append([])
 
  masked[-1].append(base)
 
  prev = True
 
  return nm, masked",parse masked sequence into non-masked and masked regions,"The given code defines a function named ""parse_masked"" that takes two parameters: ""seq"" and ""min_len"". This function is used to parse a masked sequence and split it into a list of nucleotides and a list of masked regions.

The function initializes two empty lists: ""nm"" to store the nucleotides and ""masked"" to store the masked regions. 

Then, a variable named ""prev"" is initialized with a value of None. This variable is used to keep track of the previous character in the sequence.

The code iterates through each character in the ""seq"" parameter. If the character is uppercase, it means it is a nucleotide, so it is added to the ""nm"" list.

If the character is lowercase, it means it is part of a masked region. The code checks the value of the ""prev"" variable. If it is False, it means the previous character was also lowercase, indicating that the current lowercase character is consecutive to the previous one. In this case, the current lowercase character is appended to the last sublist in the ""masked"" list.

If the ""prev"" variable is False, it means the previous character was uppercase, indicating that a new masked region is starting. In this case, a new sublist is appended to the ""masked"" list and the current lowercase character is added to this new sublist.

Finally, the function returns the ""nm"" list containing all the nucleotides and the ""masked"" list containing all the masked regions."
"def strip_masked(fasta, min_len, print_masked):
 
 
  for seq in parse_fasta(fasta):
 
  nm, masked = parse_masked(seq, min_len)
 
  nm = ['%s removed_masked >=%s' % (seq[0], min_len), ''.join(nm)]
 
  yield [0, nm]
 
  if print_masked is True:
 
  for i, m in enumerate([i for i in masked if i != []], 1):
 
  m = ['%s insertion:%s' % (seq[0], i), ''.join(m)]
 
  yield [1, m]","remove masked regions from fasta file as long as
 
  they are longer than min_len","This function takes in a FASTA file and parameters for minimum length and whether or not to print masked sequences. It parses the FASTA file and extracts sequences. It then removes any masked sequences that are shorter than the specified minimum length. 

If the print_masked parameter is True, it generates natural language comments for each masked sequence encountered, indicating the sequence name and the position of the insertion. 

The function returns a generator object with lists consisting of integer flags indicating whether the sequence is a removed masked sequence (0) or an inserted masked sequence (1), along with the corresponding natural language comments."
"def get_relative_abundance(biomfile):
  biomf = biom.load_table(biomfile)
 
  norm_biomf = biomf.norm(inplace=False)
 
  rel_abd = {}
 
  for sid in norm_biomf.ids():
 
  rel_abd[sid] = {}
 
  for otuid in norm_biomf.ids(""observation""):
 
  otuname = oc.otu_name(norm_biomf.metadata(otuid, axis=""observation"")[""taxonomy""])
 
  otuname = "" "".join(otuname.split(""_""))
 
  abd = norm_biomf.get_value_by_ids(otuid, sid)
 
  rel_abd[sid][otuname] = abd
 
  ast_rel_abd = bc.arcsine_sqrt_transform(rel_abd)
 
  return ast_rel_abd","Return arcsine transformed relative abundance from a BIOM format file.
 
 
 
  :type biomfile: BIOM format file
 
  :param biomfile: BIOM format file used to obtain relative abundances for each OTU in
 
  a SampleID, which are used as node sizes in network plots.
 
 
 
  :type return: Dictionary of dictionaries.
 
  :return: Dictionary keyed on SampleID whose value is a dictionarykeyed on OTU Name
 
  whose value is the arc sine tranfsormed relative abundance value for that
 
  SampleID-OTU Name pair.","The function `get_relative_abundance` takes as input a biom file and calculates the relative abundance of each observation in the input file. 

First, the function loads the biom file using the `biom.load_table` function and assigns it to the variable `biomf`. 

Next, it calculates the normalized biom table by calling the `norm` function on `biomf` and assigns the result to the variable `norm_biomf`. 

Then, it initializes an empty dictionary called `rel_abd` to store the relative abundance values. 

The code then iterates through each sample ID in `norm_biomf` using a for loop. Inside the loop, it initializes an empty dictionary `rel_abd[sid]` for each sample ID.

Within the inner loop, the code iterates through each observation ID in `norm_biomf` using another for loop. For each observation ID, it retrieves the taxonomy metadata for that observation and joins the taxonomy strings by replacing underscores with spaces. 

Next, it gets the abundance value for the current observation and sample ID using the `get_value_by_ids` function, and stores it in the `rel_abd` dictionary with the sample ID as the key and the joined taxonomy string as the key in the nested dictionary. 

Finally, the code applies the arcsine square root transformation to the `rel_abd` dictionary using the `arcsine_sqrt_transform` function from an imported module `bc`. The transformed relative abundance data is then assigned to the variable `ast_rel_abd`. 

The function returns the `ast_rel_abd` dictionary as the output."
"def find_otu(otuid, tree):
 
 
  for m in re.finditer(otuid, tree):
 
  before, after = tree[m.start()-1], tree[m.start()+len(otuid)]
 
  if before in [""("", "","", "")""] and after in ["":"", "";""]:
 
  return m.start()
 
  return None","Find an OTU ID in a Newick-format tree.
 
  Return the starting position of the ID or None if not found.","This code defines a function called find_otu, which takes two parameters: otuid (a string) and tree (also a string). The purpose of this function is to find the position of the otuid within the tree string. 

The function uses a for loop and the re.finditer() method to search for all occurrences of otuid within the tree string. The re.finditer() method returns an iterator that produces Match objects. Each Match object contains information about the start and end positions of the matched substring.

Inside the for loop, the code retrieves the characters before and after the matched otuid using the indices returned by the Match object. 

The code then checks if the character before the otuid is either ""("", "","", or "")"" and if the character after the otuid is either "":"" or "";"". This is done to ensure that the otuid is being matched as a whole and not as part of a larger word or string.

If both conditions are satisfied, the code returns the start position of the otuid. If none of the occurrences of otuid satisfy the conditions, the code returns None."
"def newick_replace_otuids(tree, biomf):
 
  for val, id_, md in biomf.iter(axis=""observation""):
 
  otu_loc = find_otu(id_, tree)
 
  if otu_loc is not None:
 
  tree = tree[:otu_loc] + \
 
  oc.otu_name(md[""taxonomy""]) + \
 
  tree[otu_loc + len(id_):]
 
  return tree","Replace the OTU ids in the Newick phylogenetic tree format with truncated
 
  OTU names","The given code is a function named ""newick_replace_otuids"" that takes two parameters: ""tree"" and ""biomf"". 

The function is intended to replace the OTU IDs in the provided ""tree"" with the corresponding OTU names from a given biom file (""biomf""). 

It iterates through all the observations in the biom file, retrieving the ID, value, and metadata for each observation. 

For each observation, the function attempts to find the OTU ID in the ""tree"". If a matching OTU ID is found, the function replaces it with the corresponding OTU name from the metadata information. 

Finally, the function returns the modified ""tree"" with the replaced OTU IDs."
"def genome_info(genome, info):
 
  try:
 
  scg = info['#SCGs']
 
  dups = info['#SCG duplicates']
 
  length = info['genome size (bp)']
 
  return [scg - dups, length, genome]
 
  except:
 
  return [False, False, info['genome size (bp)'], genome]","return genome info for choosing representative
 
 
 
  if ggKbase table provided - choose rep based on SCGs and genome length
 
  - priority for most SCGs - extra SCGs, then largest genome
 
 
 
  otherwise, based on largest genome","This code defines a function called genome_info. The function takes in two arguments: genome and info. The purpose of this function is to extract certain information from the 'info' dictionary and return it in a specific format. 

The function begins with a try-except block, which is used for error handling. Inside the try block, the function extracts three pieces of information from the 'info' dictionary using specific keys: the number of single copy genes ('#SCGs'), the number of duplicate genes ('#SCG duplicates'), and the size of the genome in base pairs ('genome size (bp)'). 

Next, the function calculates the difference between the number of single copy genes and the number of duplicate genes, and assigns it to the variable 'scg'. The function also assigns the genome size to the variable 'length'.

Finally, the function returns a list with three elements: the difference between single copy genes and duplicate genes, the genome size, and the original input genome. This list provides information about the genome, such as the number of unique genes, the size of the genome, and the original genome itself.

If there is an error while extracting the information from the 'info' dictionary, such as a missing key, the except block will be executed. In this case, the function returns a list with two elements: False and the genome size. This indicates that there was an error in retrieving the information and the function couldn't provide the desired output."
"def print_clusters(fastas, info, ANI):
 
  header = ['#cluster', 'num. genomes', 'rep.', 'genome', '#SCGs', '#SCG duplicates', \
 
  'genome size (bp)', 'fragments', 'list']
 
  yield header
 
  in_cluster = []
 
  for cluster_num, cluster in enumerate(connected_components(ANI)):
 
  cluster = sorted([genome_info(genome, info[genome]) \
 
  for genome in cluster], \
 
  key = lambda x: x[0:], reverse = True)
 
  rep = cluster[0][-1]
 
  cluster = [i[-1] for i in cluster]
 
  size = len(cluster)
 
  for genome in cluster:
 
  in_cluster.append(genome)
 
  try:
 
  stats = [size, rep, genome, \
 
  info[genome]['#SCGs'], info[genome]['#SCG duplicates'], \
 
  info[genome]['genome size (bp)'], info[genome]['# contigs'], cluster]
 
  except:
 
  stats = [size, rep, genome, \
 
  'n/a', 'n/a', \
 
  info[genome]['genome size (bp)'], info[genome]['# contigs'], cluster]
 
  if rep == genome:
 
  stats = ['*%s' % (cluster_num)] + stats
 
  else:
 
  stats = [cluster_num] + stats
 
  yield stats
 
  # print singletons
 
  try:
 
  start = cluster_num + 1
 
  except:
 
  start = 0
 
  fastas = set([i.rsplit('.', 1)[0].rsplit('/', 1)[-1].rsplit('.contigs')[0] for i in fastas])
 
  for cluster_num, genome in \
 
  enumerate(fastas.difference(set(in_cluster)), start):
 
  try:
 
  stats = ['*%s' % (cluster_num), 1, genome, genome, \
 
  info[genome]['#SCGs'], info[genome]['#SCG duplicates'], \
 
  info[genome]['genome size (bp)'], info[genome]['# contigs'], [genome]]
 
  except:
 
  stats = ['*%s' % (cluster_num), 1, genome, genome, \
 
  'n/a', 'n/a', \
 
  info[genome]['genome size (bp)'], info[genome]['# contigs'], [genome]]
 
  yield stats","choose represenative genome and
 
  print cluster information
 
 
 
  *if ggKbase table is provided, use SCG info to choose best genome","The function `print_clusters` takes in three parameters: `fastas`, `info`, and `ANI`. This function is designed to print information about clusters of genomes based on their connectedness determined by the ANI (Average Nucleotide Identity) values.

First, the function initializes a header that specifies the information that will be printed for each cluster. This header is yielded as the first output.

Next, the variable `in_cluster` is initialized as an empty list. This list will keep track of the genomes that have already been processed in a cluster.

The function then loops through each cluster in the connected components of the ANI graph. Each cluster is sorted based on the information of the genomes within it, in descending order. The representative genome for the cluster is determined as the one with the highest score. The cluster is then rearranged to only contain the genome names, discarding the additional information.

For each genome in the cluster, its information is retrieved from the `info` dictionary. If the information is not available, appropriate 'n/a' values are used instead. The relevant statistics, such as the size of the cluster, the representative genome, the number of SCGs (Single Copy Genes), the number of SCG duplicates, the genome size, the number of contigs, and the list of genomes in the cluster, are stored in the `stats` list.

If the genome is the representative genome, it is labeled with an asterisk and the cluster number concatenated with it. Otherwise, only the cluster number is used. The `stats` list is then yielded as the output.

After processing all the clusters, the function moves on to handling the singletons, i.e., the genomes that are not part of any cluster. It starts by determining the index for labeling the singletons based on the number of clusters encountered in the loop. The set of `fastas` is created by extracting the genome names from the file paths given in `fastas`. 

For each singleton genome, its information is retrieved from the `info` dictionary. If the information is not available, appropriate 'n/a' values are used instead. The relevant statistics are stored in the `stats` list.

The `stats` list is then yielded as the output."
"def parse_ggKbase_tables(tables, id_type):
 
 
  g2info = {}
 
  for table in tables:
 
  for line in open(table):
 
  line = line.strip().split('\t')
 
  if line[0].startswith('name'):
 
  header = line
 
  header[4] = 'genome size (bp)'
 
  header[12] = '#SCGs'
 
  header[13] = '#SCG duplicates'
 
  continue
 
  name, code, info = line[0], line[1], line
 
  info = [to_int(i) for i in info]
 
  if id_type is False: # try to use name and code ID
 
  if 'UNK' in code or 'unknown' in code:
 
  code = name
 
  if (name != code) and (name and code in g2info):
 
  print('# duplicate name or code in table(s)', file=sys.stderr)
 
  print('# %s and/or %s' % (name, code), file=sys.stderr)
 
  exit()
 
  if name not in g2info:
 
  g2info[name] = {item:stat for item, stat in zip(header, info)}
 
  if code not in g2info:
 
  g2info[code] = {item:stat for item, stat in zip(header, info)}
 
  else:
 
  if id_type == 'name':
 
  ID = name
 
  elif id_type == 'code':
 
  ID = code
 
  else:
 
  print('# specify name or code column using -id', file=sys.stderr)
 
  exit()
 
  ID = ID.replace(' ', '')
 
  g2info[ID] = {item:stat for item, stat in zip(header, info)}
 
  if g2info[ID]['genome size (bp)'] == '':
 
  g2info[ID]['genome size (bp)'] = 0
 
  return g2info",convert ggKbase genome info tables to dictionary,"This code defines a function called ""parse_ggKbase_tables"" which takes in two parameters: ""tables"" (a list of table files) and ""id_type"" (a string indicating whether to use the name or code as the ID). 

Inside the function, a dictionary called ""g2info"" is initialized. This dictionary will store information about each entry in the tables.

The function then iterates through each table file. For each line in the file, it removes leading and trailing whitespaces and splits the line into a list of elements based on tab separation.

If the first element of the line starts with 'name', it means it is the header line of the table. In this case, the function updates certain values in the header list (at index 4, 12, and 13) to make it more informative. Then, it continues to the next line.

For all lines that are not header lines, the function extracts the name, code, and info from the line. The info list is converted to integers using a helper function called ""to_int"". 

If the id_type is set to False, the function attempts to use both the name and code as the ID. If the code contains 'UNK' or 'unknown', it is replaced with the name. If both the name and code already exist in the g2info dictionary, it outputs an error message and exits the function.

If the name does not exist in the g2info dictionary, it creates a new entry in the dictionary with the name as the key and a sub-dictionary containing the header items as the value. Similarly, if the code does not exist in the g2info dictionary, it creates a new entry with the code as the key and the sub-dictionary as the value.

If the id_type is specified as either 'name' or 'code', the appropriate ID is chosen based on the id_type. The spaces are removed from the ID and it is used as the key in the g2info dictionary, with the sub-dictionary as the value.

If the 'genome size (bp)' value in the sub-dictionary is empty, it is set to 0.

Finally, the function returns the g2info dictionary containing the parsed information from the table files."
"def foo(tables):
 
 
  g2info = {}
 
  for table in tables:
 
  for line in open(table):
 
  line = line.strip().split('\t')
 
  if line[0].startswith('Bin Id'):
 
  header = line
 
  header[8] = 'genome size (bp)'
 
  header[5] = '#SCGs'
 
  header[6] = '#SCG duplicates'
 
  continue
 
  ID, info = line[0], line
 
  info = [to_int(i) for i in info]
 
  ID = ID.replace(' ', '')
 
  g2info[ID] = {item:stat for item, stat in zip(header, info)}
 
  if g2info[ID]['genome size (bp)'] == '':
 
  g2info[ID]['genome size (bp)'] = 0
 
  return g2info",convert checkM genome info tables to dictionary,"This code defines a function called ""foo"" that takes a list of table files as input. The purpose of the function is to read and process the information in these tables and return a dictionary containing the extracted information. 

The function starts by creating an empty dictionary called ""g2info"" that will store the extracted information. 

Next, it iterates over each table file in the input list. 

For each table file, the code opens the file and iterates over each line. 

Each line is stripped of any leading or trailing white spaces and then split by tab ('\t') delimiter to separate the values. 

If the first value of a line starts with 'Bin Id', it means this line contains the header information. The code updates the column names to make them more meaningful by replacing some of the values in the list called ""header"". 

After handling the header, the code retrieves the ID from the first value of the line and assigns the rest of the values to a list called ""info"". 

The values in ""info"" are converted to integers using the ""to_int"" function. 

The ID is then stripped of any white spaces and used as the key to store the information in the ""g2info"" dictionary. Each column name from the header is paired with the corresponding value from ""info"" and stored as a key-value pair in a nested dictionary under the ID key. 

If the 'genome size (bp)' value is empty, it is set to 0. 

Finally, the function returns the populated ""g2info"" dictionary."
"def foo(fastas, info):
  if info is False:
 
  info = {}
 
  for genome in fastas:
 
  name = genome.rsplit('.', 1)[0].rsplit('/', 1)[-1].rsplit('.contigs')[0]
 
  if name in info:
 
  continue
 
  length = 0
 
  fragments = 0
 
  for seq in parse_fasta(genome):
 
  length += len(seq[1])
 
  fragments += 1
 
  info[name] = {'genome size (bp)':length, '# contigs':fragments}
 
  return info",get genome lengths,"This function takes in a list of DNA sequence files and an info flag as input. If the info flag is set to False, an empty dictionary called ""info"" is initialized. 

For each genome in the list of sequence files, the function extracts the name of the genome by removing the file extension and directory information. If the name already exists in the info dictionary, the function moves on to the next genome. 

Next, the function calculates the length of the genome by summing up the lengths of each sequence in the genome. It also counts the number of sequences in the genome as the number of fragments. 

Finally, the function adds an entry to the info dictionary for the current genome, with the genome name as the key and a dictionary containing the genome size and number of contigs as the value. 

The function returns the updated info dictionary."
"def get_dbs(self, attr, args, kwargs, **fkwargs):
 
 
  if not self._ready:
 
  if not self.setup_router(args=args, kwargs=kwargs, **fkwargs):
 
  raise self.UnableToSetupRouter()
 
 
 
  retval = self._pre_routing(attr=attr, args=args, kwargs=kwargs, **fkwargs)
 
  if retval is not None:
 
  args, kwargs = retval
 
 
 
  if not (args or kwargs):
 
  return self.cluster.hosts.keys()
 
 
 
  try:
 
  db_nums = self._route(attr=attr, args=args, kwargs=kwargs, **fkwargs)
 
  except Exception as e:
 
  self._handle_exception(e)
 
  db_nums = []
 
 
 
  return self._post_routing(attr=attr, db_nums=db_nums, args=args, kwargs=kwargs, **fkwargs)","Returns a list of db keys to route the given call to.
 
 
 
  :param attr: Name of attribute being called on the connection.
 
  :param args: List of arguments being passed to ``attr``.
 
  :param kwargs: Dictionary of keyword arguments being passed to ``attr``.
 
 
 
  >>> redis = Cluster(router=BaseRouter)
 
  >>> router = redis.router
 
  >>> router.get_dbs('incr', args=('key name', 1))
 
  [0,1,2]","This code is a method that retrieves the databases to which an operation should be routed in a distributed database system. It takes in the attribute, arguments, and keyword arguments of the operation, as well as any additional keyword arguments. 

First, it checks if the router is ready. If not, it tries to set up the router using the provided arguments and keyword arguments. If the router setup fails, it raises an exception indicating that it was unable to set up the router. 

Next, it performs some pre-routing operations, checking if there are any modifications required for the arguments or keyword arguments. If there are modifications, it updates the corresponding variables. 

If there are no arguments or keyword arguments, it returns the list of keys representing the available databases in the cluster. 

If there are arguments or keyword arguments, it tries to route the operation based on the provided attributes, arguments, and keyword arguments. If any exception occurs during the routing process, it handles the exception and sets the list of database numbers to an empty list. 

Finally, it performs any required post-routing operations, passing the attribute, database numbers, arguments, keyword arguments, and any additional keyword arguments. The method then returns the list of database numbers to which the operation is to be routed."
"def setup_router(self, args, kwargs, **fkwargs):
 
  self._ready = self._setup_router(args=args, kwargs=kwargs, **fkwargs)
 
 
 
  return self._ready",Call method to perform any setup,"The `setup_router` function is used to set up the router for the current object. It takes in arguments (`args`), keyword arguments (`kwargs`), and additional keyword arguments (`fkwargs`). 

The `_ready` attribute is initially set to False. 

The `_setup_router` function is called with the given arguments and keyword arguments, along with the additional keyword arguments. The result of this function is assigned to the `_ready` attribute. 

Finally, the function returns the value of the `_ready` attribute."
"def _route(self, attr, args, kwargs, **fkwargs):
 
 
  return self.cluster.hosts.keys()",Perform routing and return db_nums,"This code is defining a private method called `_route` within a class. The purpose of this method is to return a list of keys from a dictionary.

The method takes in four parameters: `attr`, `args`, `kwargs`, and `fkwargs`. The `attr` parameter is not used in the method and is probably meant for future use. The `args` and `kwargs` parameters are also not utilized within the method.

The method uses the `**fkwargs` parameter, which is used to pass any additional keyword arguments that are not explicitly defined in the method signature. These additional keyword arguments are packed into a dictionary named `fkwargs`.

The method body consists of a single line of code. It returns the keys from a dictionary called `self.cluster.hosts`. The `self.cluster.hosts` dictionary is accessed using the `.keys()` method, which returns a list of all the keys in the dictionary.

In summary, this method returns a list of keys from the `self.cluster.hosts` dictionary."
"def check_down_connections(self):
  now = time.time()
 
 
 
  for db_num, marked_down_at in self._down_connections.items():
 
  if marked_down_at + self.retry_timeout <= now:
 
  self.mark_connection_up(db_num)","Iterates through all connections which were previously listed as unavailable
 
  and marks any that have expired their retry_timeout as being up.","The `check_down_connections` method is responsible for checking if any database connections that were previously marked as down can be reestablished. 

First, it retrieves the current time using the `time.time()` function. 

Then, it iterates over each database number and the timestamp when the connection was marked as down, stored in the `_down_connections` dictionary. 

If the marked down time plus the retry timeout is less than or equal to the current time, it means that the retry timeout has passed and the connection can be retried. In this case, the `mark_connection_up` method is called to mark the connection as up again."
"def flush_down_connections(self):
 
 
  self._get_db_attempts = 0
 
  for db_num in self._down_connections.keys():
 
  self.mark_connection_up(db_num)",Marks all connections which were previously listed as unavailable as being up.,"This code is defining a method called ""flush_down_connections"" within a class. The purpose of this method is to iterate through a dictionary of ""down_connections"" and mark each connection as ""up"".

The method starts by initializing a variable called ""_get_db_attempts"" to 0.

Then, a for loop is used to iterate through each key in the dictionary of ""down_connections"". For each key (which represents a database number), the method calls another method called ""mark_connection_up"" and passes the database number as an argument.

The ""mark_connection_up"" method is responsible for marking a given database connection as ""up"".

Overall, this ""flush_down_connections"" method is used to reset any down connections in the dictionary and ensures that all connections are marked as ""up""."
"def standby(df, resolution='24h', time_window=None): 
 
 
  if df.empty:
 
  raise EmptyDataFrame()
 
 
 
  df = pd.DataFrame(df) # if df was a pd.Series, convert to DataFrame
 
  def parse_time(t):
 
  if isinstance(t, numbers.Number):
 
  return pd.Timestamp.utcfromtimestamp(t).time()
 
  else:
 
  return pd.Timestamp(t).time()
 
 
 
 
 
  # first filter based on the time-window
 
  if time_window is not None:
 
  t_start = parse_time(time_window[0])
 
  t_end = parse_time(time_window[1])
 
  if t_start > t_end:
 
  # start before midnight
 
  df = df[(df.index.time >= t_start) | (df.index.time < t_end)]
 
  else:
 
  df = df[(df.index.time >= t_start) & (df.index.time < t_end)]
 
 
 
  return df.resample(resolution).min()","Compute standby power
 
 
 
  Parameters
 
  ----------
 
  df : pandas.DataFrame or pandas.Series
 
  Electricity Power
 
  resolution : str, default='d'
 
  Resolution of the computation. Data will be resampled to this resolution (as mean) before computation
 
  of the minimum.
 
  String that can be parsed by the pandas resample function, example ='h', '15min', '6h'
 
  time_window : tuple with start-hour and end-hour, default=None
 
  Specify the start-time and end-time for the analysis.
 
  Only data within this time window will be considered.
 
  Both times have to be specified as string ('01:00', '06:30') or as datetime.time() objects
 
 
 
  Returns
 
  -------
 
  df : pandas.Series with DateTimeIndex in the given resolution","This code defines a function called ""standby"" that is used to filter and resample a given DataFrame or Series based on a specific time window and resolution.

The function takes in a DataFrame or Series object named ""df"" as its input. If the DataFrame is empty, it raises an EmptyDataFrame exception.

The function then converts the input to a DataFrame if it is a Series.

There is a helper function called ""parse_time"" defined within the ""standby"" function. This function is used to parse timestamps or time values. If the input is a number, it converts it to a timestamp and returns the time component. If the input is a string, it converts it to a timestamp and returns the time component.

Next, the code checks if a time window is specified. If a time window is provided, it parses the start and end times using the ""parse_time"" function. If the start time is later than the end time, it filters the DataFrame to include rows where the time is greater than or equal to the start time or less than the end time. Otherwise, it filters the DataFrame to include rows where the time is greater than or equal to the start time and less than the end time.

Finally, the function resamples the filtered DataFrame using the specified resolution. It calculates the minimum value within each resampled time interval and returns the resampled DataFrame."
"def share_of_standby(df, resolution='24h', time_window=None): 
 
 
  p_sb = standby(df, resolution, time_window)
 
  df = df.resample(resolution).mean()
 
  p_tot = df.sum()
 
  p_standby = p_sb.sum()
 
  share_standby = p_standby / p_tot
 
  res = share_standby.iloc[0]
 
  return res","Compute the share of the standby power in the total consumption.
 
 
 
  Parameters
 
  ----------
 
  df : pandas.DataFrame or pandas.Series
 
  Power (typically electricity, can be anything)
 
  resolution : str, default='d'
 
  Resolution of the computation. Data will be resampled to this resolution (as mean) before computation
 
  of the minimum.
 
  String that can be parsed by the pandas resample function, example ='h', '15min', '6h'
 
  time_window : tuple with start-hour and end-hour, default=None
 
  Specify the start-time and end-time for the analysis.
 
  Only data within this time window will be considered.
 
  Both times have to be specified as string ('01:00', '06:30') or as datetime.time() objects
 
 
 
  Returns
 
  -------
 
  fraction : float between 0-1 with the share of the standby consumption","This function calculates the share of standby power consumption in a given dataset. The input dataframe 'df' represents power consumption data over a certain period of time. 

The 'standby' function is called to calculate the standby power consumption. The 'resolution' parameter determines the time interval for which the standby power consumption is calculated (default is 24 hours). The 'time_window' parameter is optional and can be used to specify a specific time period within the dataset for the calculation of standby power consumption.

The given dataframe 'df' is then resampled to match the specified resolution. The mean power consumption for each resampled interval is calculated.

The total power consumption 'p_tot' is obtained by summing up the mean power consumption values from the resampled dataframe.

The standby power consumption 'p_standby' is obtained by summing up the standby power values calculated by the 'standby' function.

The share of standby power consumption 'share_standby' is obtained by dividing 'p_standby' by 'p_tot'.

The result is then returned as the share of standby power consumption."
"def count_peaks(ts):
 
  on_toggles = ts.diff() > 3000
 
  shifted = np.logical_not(on_toggles.shift(1))
 
  result = on_toggles & shifted
 
  count = result.sum()
 
  return count","Toggle counter for gas boilers
 
 
 
  Counts the number of times the gas consumption increases with more than 3kW
 
 
 
  Parameters
 
  ----------
 
  ts: Pandas Series
 
  Gas consumption in minute resolution
 
 
 
  Returns
 
  -------
 
  int","This function counts the number of peaks in a time series data. 

The input to the function is a time series data, represented as a one-dimensional array (ts). 

First, the function calculates the differences between consecutive elements in the time series using the diff() function. It then checks if the differences are greater than a threshold value of 3000, indicating a change in value. 

The on_toggles variable stores the resulting Boolean values (True or False) indicating whether there is a change in value or not. 

The shifted variable is created by shifting the on_toggles variable by one position. 

The result variable is then created by performing a logical AND operation between on_toggles and shifted. This will be True only when there is a change in value followed by no change or vice versa, representing a peak. 

Finally, the count variable calculates the sum of True values in the resulting array. 

The count of peaks is then returned as the output of the function."
"def load_factor(ts, resolution=None, norm=None):
 
  if norm is None:
 
  norm = ts.max()
 
 
 
  if resolution is not None:
 
  ts = ts.resample(rule=resolution).mean()
 
 
 
  lf = ts / norm
 
 
 
  return lf","Calculate the ratio of input vs. norm over a given interval.
 
 
 
  Parameters
 
  ----------
 
  ts : pandas.Series
 
  timeseries
 
  resolution : str, optional
 
  interval over which to calculate the ratio
 
  default: resolution of the input timeseries
 
  norm : int | float, optional
 
  denominator of the ratio
 
  default: the maximum of the input timeseries
 
 
 
  Returns
 
  -------
 
  pandas.Series","This function calculates the load factor of a time series data. The load factor is a measure of the proportion of data compared to a maximum value. 

The function takes three optional arguments: 
- 'ts' which represents the input time series data
- 'resolution' which represents the desired time resolution for the time series data after resampling (if provided)
- 'norm' which represents the normalization value for the time series data (if provided)

If the 'norm' argument is not provided, the function sets the normalization value to the maximum value of the time series data.

If the 'resolution' argument is provided, the function resamples the time series at the specified resolution by taking the mean of the data within each time interval.

The load factor is then calculated by dividing the time series data (or the resampled data if 'resolution' was provided) by the normalization value.

Finally, the function returns the load factor."
"def top_hits(hits, num, column, reverse):
  hits.sort(key = itemgetter(column), reverse = reverse)
 
  for hit in hits[0:num]:
 
  yield hit",get top hits after sorting by column number,"This code defines a function called ""top_hits"" that takes in four parameters: ""hits"" (a list of items), ""num"" (the number of top hits to return), ""column"" (the column of the items to sort by), and ""reverse"" (a boolean indicating whether to sort in reverse order). 

The function first sorts the ""hits"" list based on the specified ""column"" value using the ""itemgetter"" function from the ""operator"" module. The ""reverse"" parameter determines whether the sorting order is ascending or descending.

Next, the function iterates over the sorted list and yields (returns) each hit one by one. Only the first ""num"" hits are returned.

Overall, this function is used to retrieve the top hits from a list based on a given column and sorting order."
"def numBlast_sort(blast, numHits, evalueT, bitT):
 
  header = ['#query', 'target', 'pident', 'alen', 'mismatch', 'gapopen',
 
  'qstart', 'qend', 'tstart', 'tend', 'evalue', 'bitscore']
 
  yield header
 
  hmm = {h:[] for h in header}
 
  for line in blast:
 
  if line.startswith('#'):
 
  continue
 
  line = line.strip().split('\t')
 
  # Evalue and Bitscore thresholds
 
  line[10], line[11] = float(line[10]), float(line[11])
 
  evalue, bit = line[10], line[11]
 
  if evalueT is not False and evalue > evalueT:
 
  continue
 
  if bitT is not False and bit < bitT:
 
  continue
 
  for i, h in zip(line, header):
 
  hmm[h].append(i)
 
  hmm = pd.DataFrame(hmm)
 
  for query, df in hmm.groupby(by = ['#query']):
 
  df = df.sort_values(by = ['bitscore'], ascending = False)
 
  for hit in df[header].values[0:numHits]:
 
  yield hit",parse b6 output with sorting,"The function `numBlast_sort` takes in four parameters:
1. `blast`: A list containing the blast results.
2. `numHits`: The number of top hits to return.
3. `evalueT`: The threshold value for the e-value. If `False`, there is no e-value threshold.
4. `bitT`: The threshold value for the bit score. If `False`, there is no bit score threshold.

The function begins by defining the header for the blast results. This header contains the names of the columns in the blast data.

Then, the function initializes an empty dictionary called `hmm` with the keys from the header.

Next, the function iterates through each line in the blast results. If a line starts with ""#"" (indicating a comment), the function skips to the next line. Otherwise, it splits the line into a list of values.

The function then checks if the e-value and bit score exceed the specified thresholds. If so, the loop continues to the next line. If not, the values are added to the `hmm` dictionary corresponding to their respective header key.

After iterating through all the lines, the `hmm` dictionary is converted into a pandas DataFrame.

The DataFrame is then grouped by the query column (`#query`) and sorted based on the bit score in descending order.

Finally, the function iterates through each query and returns the top `numHits` hits for each query. Each hit is yielded as a list of values corresponding to the header."
