code,docstring,generated_comment
"def foo(params, metadata):
 
  if hasattr(params, 'licenses'):
 
  if params.licenses:
 
  _pp(metadata.licenses_desc())
 
  sys.exit(0)","Print licenses.
 
 
 
  :param argparse.Namespace params: parameter
 
  :param bootstrap_py.classifier.Classifiers metadata: package metadata","This function checks if there is a 'licenses' attribute in the 'params' object. If the attribute exists and is not empty, it prints the description of the licenses from the 'metadata' object and then exits the program."
"def foo(params):
 
  repodir = os.path.join(params.outdir, params.name)
 
  if os.path.isdir(repodir):
 
  raise Conflict(
 
  'Package repository ""{0}"" has already exists.'.format(repodir))","Check repository existence.
 
 
 
  :param argparse.Namespace params: parameters","This function checks if a package repository with a given name already exists in a specified directory. It first creates the path for the repository directory based on the output directory and the name parameter. Then it checks if the directory already exists. If it does, it raises a Conflict exception indicating that the repository already exists."
"def foo(params):
 
  pkg_data = package.PackageData(params)
 
  pkg_tree = package.PackageTree(pkg_data)
 
  pkg_tree.generate()
 
  pkg_tree.move()
 
  VCS(os.path.join(pkg_tree.outdir, pkg_tree.name), pkg_tree.pkg_data)","Generate package repository.
 
 
 
  :param argparse.Namespace params: parameters","This function takes a set of parameters and performs the following steps:

1. It creates an instance of the PackageData class, passing the parameters as arguments.
2. It creates an instance of the PackageTree class, passing the PackageData object as an argument.
3. It generates the package tree structure using the generate() method of the PackageTree object.
4. It moves the generated package tree to the specified output directory using the move() method of the PackageTree object.
5. It performs a VCS operation on the package tree directory, using the VCS class and the PackageData object as arguments."
"def print_single(line, rev):
 
  if rev is True:
 
  seq = rc(['', line[9]])[1]
 
  qual = line[10][::-1]
 
  else:
 
  seq = line[9]
 
  qual = line[10]
 
  fq = ['@%s' % line[0], seq, '+%s' % line[0], qual]
 
  print('\n'.join(fq), file = sys.stderr)",print single reads to stderr,"This function takes a line of input and a boolean value indicating whether to reverse the line or not. If the boolean value is True, it reverses the sequence and quality of the line. Otherwise, it keeps them as they are. The function then prints the modified line in a FASTQ format, with the sequence preceded by a '@' symbol and the quality scores preceded by a '+' symbol."
"def foo(sam, singles = False, force = False):
 
  L, R = None, None
 
  for line in sam:
 
  if line.startswith('@') is True:
 
  continue
 
  line = line.strip().split()
 
  bit = [True if i == '1' else False \
 
  for i in bin(int(line[1])).split('b')[1][::-1]]
 
  while len(bit) < 8:
 
  bit.append(False)
 
  pair, proper, na, nap, rev, mrev, left, right = bit
 
  # make sure read is paired
 
  if pair is False:
 
  if singles is True:
 
  print_single(line, rev)
 
  continue
 
  # check if sequence is reverse-complemented
 
  if rev is True:
 
  seq = rc(['', line[9]])[1]
 
  qual = line[10][::-1]
 
  else:
 
  seq = line[9]
 
  qual = line[10]
 
  # check if read is forward or reverse, return when both have been found
 
  if left is True:
 
  if L is not None and force is False:
 
  print('sam file is not sorted', file = sys.stderr)
 
  print('\te.g.: %s' % (line[0]), file = sys.stderr)
 
  exit()
 
  if L is not None:
 
  L = None
 
  continue
 
  L = ['@%s' % line[0], seq, '+%s' % line[0], qual]
 
  if R is not None:
 
  yield L
 
  yield R
 
  L, R = None, None
 
  if right is True:
 
  if R is not None and force is False:
 
  print('sam file is not sorted', file = sys.stderr)
 
  print('\te.g.: %s' % (line[0]), file = sys.stderr)
 
  exit()
 
  if R is not None:
 
  R = None
 
  continue
 
  R = ['@%s' % line[0], seq, '+%s' % line[0], qual]
 
  if L is not None:
 
  yield L
 
  yield R
 
  L, R = None, None",convert sam to fastq,"This function takes in a SAM file and extracts paired-end sequence reads. It checks if the reads are properly paired and if they are reverse-complemented. If the reads are properly paired and in the correct order, it yields the paired-end sequences. If the file is not sorted correctly, it prints an error message and exits the program. The function also has optional parameters to handle single-end reads and to force processing even if the file is not sorted correctly."
"def foo(sam, sort):
 
  tempdir = '%s/' % (os.path.abspath(sam).rsplit('/', 1)[0])
 
  if sort is True:
 
  mapping = '%s.sorted.sam' % (sam.rsplit('.', 1)[0])
 
  if sam != '-':
 
  if os.path.exists(mapping) is False:
 
  os.system(""\
 
  sort -k1 --buffer-size=%sG -T %s -o %s %s\
 
  "" % (sbuffer, tempdir, mapping, sam)) 
 
  else:
 
  mapping = 'stdin-sam.sorted.sam'
 
  p = Popen(""sort -k1 --buffer-size=%sG -T %s -o %s"" \
 
  % (sbuffer, tempdir, mapping), stdin = sys.stdin, shell = True) 
 
  p.communicate()
 
  mapping = open(mapping)
 
  else:
 
  if sam == '-':
 
  mapping = sys.stdin
 
  else:
 
  mapping = open(sam)
 
  return mapping",sort sam file,"This function takes two parameters, ""sam"" and ""sort"". It checks if ""sort"" is set to True. If it is, the function reads the content of the ""sam"" file, sorts it by the first column, and saves the sorted data in a new file. If ""sam"" is set to ""-"", it reads the content from the standard input. If the ""sort"" parameter is False, it checks if ""sam"" is set to ""-"", and reads the content from the standard input if it is, otherwise it reads the content from the ""sam"" file. The function returns the content of the file in a readable format."
"def sub_sam(sam, percent, sort = True, sbuffer = False):
  mapping = sort_sam(sam, sort)
 
  pool = [1 for i in range(0, percent)] + [0 for i in range(0, 100 - percent)]
 
  c = cycle([1, 2])
 
  for line in mapping:
 
  line = line.strip().split()
 
  if line[0].startswith('@'): # get the sam header
 
  yield line
 
  continue
 
  if int(line[1]) <= 20: # is this from a single read?
 
  if random.choice(pool) == 1:
 
  yield line
 
  else:
 
  n = next(c)
 
  if n == 1:
 
  prev = line
 
  if n == 2 and random.choice(pool) == 1:
 
  yield prev
 
  yield line",randomly subset sam file,"This function is used to subsample a SAM (Sequence Alignment/Map) file based on a given percentage. It takes in a SAM file, a percentage value, and optional sorting and buffering parameters. 

The function first sorts the SAM file based on a given sorting option. 

Then, it creates a pool of values where the number of elements with a value of 1 represents the desired subsampling percentage, and the remaining elements have a value of 0. 

Next, it iterates over each line in the sorted SAM file. If a line starts with '@', it is considered a SAM header and is yielded immediately. Otherwise, it checks if the mapping quality of the line is less than or equal to 20, indicating that the read is from a single read. 

If it is a single read, the function randomly selects a value from the pool. If the selected value is 1, the line is yielded. 

If it is not a single read, the function uses a cycle iterator to alternate between two values. If the current value is 1, the line is stored as the previous line. If the current value is 2 and a random value from the pool is 1, both the previous line and the current line are yielded. 

Overall, this function subsamples a SAM file by randomly selecting a subset of reads based on a given percentage, and optionally sorts and buffers the output."
"def fq2fa(fq):
 
  c = cycle([1, 2, 3, 4])
 
  for line in fq:
 
  n = next(c)
 
  if n == 1:
 
  seq = ['>%s' % (line.strip().split('@', 1)[1])]
 
  if n == 2:
 
  seq.append(line.strip())
 
  yield seq",convert fq to fa,"This function converts a Fastq file to a FastA file format. It takes a Fastq file as input and iterates over each line in the file. This function uses a cyclic iterator with elements 1, 2, 3, and 4 to keep track of the current step in processing the Fastq file. 

For each line, the function checks the next element from the cyclic iterator. If it is 1, it extracts the sequence ID from the line and appends it to a list called 'seq'. If the next element is 2, it appends the sequence data to the 'seq' list. 

Finally, the function yields the 'seq' list, which represents a single record in FastA format, as the output."
"def foo(f):
 
  @wraps(f)
 
  def wrapper(*args, **kwargs):
 
  if kwargs.has_key('return_type'):
 
  return_type = kwargs['return_type']
 
  kwargs.pop('return_type')
 
  return return_type(f(*args, **kwargs))
 
  elif len(args) > 0:
 
  return_type = type(args[0])
 
  return return_type(f(*args, **kwargs))
 
  else:
 
  return f(*args, **kwargs)
 
  return wrapper","Converts the returned value of wrapped function to the type of the
 
  first arg or to the type specified by a kwarg key return_type's value.","This function is a decorator that allows the user to specify the return type of a function. It takes a function as input and returns a wrapper function. The wrapper function checks if the keyword argument 'return_type' exists. If it does, it extracts the return type value and removes it from the keyword arguments. Then it calls the original function and applies the return type to the result. If the 'return_type' keyword argument doesn't exist, the wrapper function checks the type of the first argument (if it exists) and applies that as the return type. If there are no arguments, it calls the original function without any modifications."
"def foo(f):
 
  @wraps(f)
 
  def wrapper(*args, **kwargs):
 
  args = (setify(x) for x in args)
 
  return f(*args, **kwargs)
 
  return wrapper",Converts all args to 'set' type via self.setify function.,"This function is a decorator called ""foo"" that wraps around another function. It takes an input function ""f"" and decorates it by adding some functionality.
The wrapper function, also called ""wrapper"", takes any number of arguments and keyword arguments. The arguments are transformed using the ""setify"" function, which converts each element in the argument to a set. 
Finally, the wrapper function returns the decorated function with the transformed arguments."
"def _init_entri(self, laman):
 
 
  sup = BeautifulSoup(laman.text, 'html.parser')
 
  estr = ''
 
  for label in sup.find('hr').next_siblings:
 
  if label.name == 'hr':
 
  self.entri.append(Entri(estr))
 
  break
 
  if label.name == 'h2':
 
  if estr:
 
  self.entri.append(Entri(estr))
 
  estr = ''
 
  estr += str(label).strip()","Membuat objek-objek entri dari laman yang diambil.
 
 
 
  :param laman: Laman respons yang dikembalikan oleh KBBI daring.
 
  :type laman: Response","This function parses HTML content using BeautifulSoup and extracts specific elements to create entries. It iterates through the HTML siblings, identifies 'hr' and 'h2' elements, and concatenates the content in between. Finally, it creates an ""Entri"" object for each entry."
"def _init_kata_dasar(self, dasar):
 
 
  for tiap in dasar:
 
  kata = tiap.find('a')
 
  dasar_no = kata.find('sup')
 
  kata = ambil_teks_dalam_label(kata)
 
  self.kata_dasar.append(
 
  kata + ' [{}]'.format(dasar_no.text.strip()) if dasar_no else kata
 
  )","Memproses kata dasar yang ada dalam nama entri.
 
 
 
  :param dasar: ResultSet untuk label HTML dengan class=""rootword""
 
  :type dasar: ResultSet","This function initializes a list of base words. It takes input as a parameter called 'dasar', which is a list of objects. The function loops through each object in 'dasar' and extracts the text within the anchor tag. It then checks if there is a superscript tag within the anchor tag. If there is, it combines the extracted text with the text within the superscript tag and appends it to the 'kata_dasar' list. If there is no superscript tag, it appends only the extracted text to the list."
"def serialisasi(self):
  return {
 
  ""nama"": self.nama,
 
  ""nomor"": self.nomor,
 
  ""kata_dasar"": self.kata_dasar,
 
  ""pelafalan"": self.pelafalan,
 
  ""bentuk_tidak_baku"": self.bentuk_tidak_baku,
 
  ""varian"": self.varian,
 
  ""makna"": [makna.serialisasi() for makna in self.makna]
 
  }","Mengembalikan hasil serialisasi objek Entri ini.
 
 
 
  :returns: Dictionary hasil serialisasi
 
  :rtype: dict","This function serializes an object into a dictionary format. The dictionary contains attributes of the object such as name, number, base word, pronunciation, non-standard form, variant, and meaning. The meaning attribute is a list of dictionaries, where each dictionary represents the meaning of the object. The function uses a comprehension to iterate over the meanings and serialize them into a dictionary format."
"def _makna(self):
 
 
  if len(self.makna) > 1:
 
  return '\n'.join(
 
  str(i) + "". "" + str(makna)
 
  for i, makna in enumerate(self.makna, 1)
 
  )
 
  return str(self.makna[0])","Mengembalikan representasi string untuk semua makna entri ini.
 
 
 
  :returns: String representasi makna-makna
 
  :rtype: str","This function returns the meaning(s) of a word. If the word has multiple meanings, it returns each meaning with its corresponding number. Otherwise, it returns the single meaning of the word."
"def _nama(self):
 
 
  hasil = self.nama
 
  if self.nomor:
 
  hasil += "" [{}]"".format(self.nomor)
 
  if self.kata_dasar:
 
  hasil = "" » "".join(self.kata_dasar) + "" » "" + hasil
 
  return hasil","Mengembalikan representasi string untuk nama entri ini.
 
 
 
  :returns: String representasi nama entri
 
  :rtype: str","This function is a method that returns the name of an object. It concatenates the object's name with its number if it has one, and appends the object's base words if they are available. The result is returned as a string."
"def _varian(self, varian):
 
 
  if varian == self.bentuk_tidak_baku:
 
  nama = ""Bentuk tidak baku""
 
  elif varian == self.varian:
 
  nama = ""Varian""
 
  else:
 
  return ''
 
  return nama + ': ' + ', '.join(varian)","Mengembalikan representasi string untuk varian entri ini.
 
  Dapat digunakan untuk ""Varian"" maupun ""Bentuk tidak baku"".
 
 
 
  :param varian: List bentuk tidak baku atau varian
 
  :type varian: list
 
  :returns: String representasi varian atau bentuk tidak baku
 
  :rtype: str","This function checks the input varian against a predefined list of values. If the varian matches the ""bentuk_tidak_baku"" value, it assigns the name ""Bentuk tidak baku"" to the variable ""nama"". If the varian matches the ""varian"" value, it assigns the name ""Varian"" to the variable ""nama"". If the varian does not match any of the predefined values, it returns an empty string. Finally, it returns a string that combines the assigned name with the values in the varian list, joined together with commas."
"def _init_kelas(self, makna_label):
  kelas = makna_label.find(color='red')
 
  lain = makna_label.find(color='darkgreen')
 
  info = makna_label.find(color='green')
 
  if kelas:
 
  kelas = kelas.find_all('span')
 
  if lain:
 
  self.kelas = {lain.text.strip(): lain['title'].strip()}
 
  self.submakna = lain.next_sibling.strip()
 
  self.submakna += ' ' + makna_label.find(color='grey').text.strip()
 
  else:
 
  self.kelas = {
 
  k.text.strip(): k['title'].strip() for k in kelas
 
  } if kelas else {}
 
  self.info = info.text.strip() if info else ''","Memproses kelas kata yang ada dalam makna.
 
 
 
  :param makna_label: BeautifulSoup untuk makna yang ingin diproses.
 
  :type makna_label: BeautifulSoup","This function is used to initialize the classes and other attributes of a given label. It first checks for any classes with a red color and if found, retrieves the text and title of each span in the class. Then, it checks for any classes with a dark green color and retrieves the text content and title. If found, it also retrieves the next sibling content and concatenates it with the previous content. If no dark green class is found, it initializes an empty dictionary for classes and retrieves any content in a green class as additional information."
"def _init_contoh(self, makna_label):  
 
  indeks = makna_label.text.find(': ')
 
  if indeks != -1:
 
  contoh = makna_label.text[indeks + 2:].strip()
 
  self.contoh = contoh.split('; ')
 
  else:
 
  self.contoh = []","Memproses contoh yang ada dalam makna.
 
 
 
  :param makna_label: BeautifulSoup untuk makna yang ingin diproses.
 
  :type makna_label: BeautifulSoup","This function initializes the ""contoh"" attribute based on the ""makna_label"" input text. It checks if the input text contains a "":"" and if so, extracts the substring following it. It then splits the substring by "";"" and assigns the resulting list to the ""contoh"" attribute. If the input text does not contain a "":"", an empty list is assigned to the ""contoh"" attribute."
"def serialisasi(self):
 
  return {
 
  ""kelas"": self.kelas,
 
  ""submakna"": self.submakna,
 
  ""info"": self.info,
 
  ""contoh"": self.contoh
 
  }","Mengembalikan hasil serialisasi objek Makna ini.
 
 
 
  :returns: Dictionary hasil serialisasi
 
  :rtype: dict","This function serializes an object by converting its attributes into a dictionary. It returns the serialized dictionary, which includes the object's class, sub-meaning, information, and example."
"def foo(pkg_data, projectdir):
  try:
 
  version, _minor_version = pkg_data.version.rsplit('.', 1)
 
  except ValueError:
 
  version = pkg_data.version
 
  args = ' '.join(('sphinx-quickstart',
 
  '--sep',
 
  '-q',
 
  '-p ""{name}""',
 
  '-a ""{author}""',
 
  '-v ""{version}""',
 
  '-r ""{release}""',
 
  '-l en',
 
  '--suffix=.rst',
 
  '--master=index',
 
  '--ext-autodoc',
 
  '--ext-viewcode',
 
  '--makefile',
 
  '{projectdir}')).format(name=pkg_data.name,
 
  author=pkg_data.author,
 
  version=version,
 
  release=pkg_data.version,
 
  projectdir=projectdir)
 
  if subprocess.call(shlex.split(args)) == 0:
 
  _touch_gitkeep(projectdir)","Build sphinx documentation.
 
 
 
  :rtype: int
 
  :return: subprocess.call return code
 
 
 
  :param `bootstrap_py.control.PackageData` pkg_data: package meta data
 
  :param str projectdir: project root directory","This function takes in two parameters: pkg_data, which represents package data, and projectdir, which represents the project directory. 
The function begins by trying to split the version number of the package data into two parts: the main version number and the minor version number. 
If the version number cannot be split (i.e., there is no minor version), then the entire version number is assigned to the variable ""version"". 
Next, a string of arguments is constructed using the pkg_data and projectdir values. These arguments are used to execute the ""sphinx-quickstart"" command, which initializes a Sphinx project. 
The command is executed using the subprocess.call() function and the output is checked to see if it returns 0 (indicating success). 
If the command is successful, the _touch_gitkeep() function is called to create a "".gitkeep"" file in the project directory."
"def bowtiedb(fa, keepDB):
  btdir = '%s/bt2' % (os.getcwd())
 
  # make directory for
 
  if not os.path.exists(btdir):
 
  os.mkdir(btdir)
 
  btdb = '%s/%s' % (btdir, fa.rsplit('/', 1)[-1])
 
  if keepDB is True:
 
  if os.path.exists('%s.1.bt2' % (btdb)):
 
  return btdb
 
  p = subprocess.Popen('bowtie2-build -q %s %s' \
 
  % (fa, btdb), shell = True)
 
  p.communicate()
 
  return btdb",make bowtie db,"The `bowtiedb` function is used to create a Bowtie2 database from a given input FASTA file. The function takes two parameters: `fa` (the input FASTA file) and `keepDB` (a boolean indicating whether or not to keep the existing database if one already exists). 

The function first creates a directory named ""bt2"" if it does not already exist. Then, it creates a database file path by appending the name of the input file to the directory path. 

If the `keepDB` parameter is `True` and a database file with the same name already exists, the function returns the path to the existing database file without performing any further actions. 

If the `keepDB` parameter is `False` or there is no existing database file, the function uses the `bowtie2-build` command to build the database from the input FASTA file. The resulting database file is saved in the specified directory. 

Finally, the function returns the path to the created (or existing) database file."
"def bowtie(sam, btd, f, r, u, opt, no_shrink, threads):
 
  bt2 = 'bowtie2 -x %s -p %s ' % (btd, threads)
 
  if f is not False:
 
  bt2 += '-1 %s -2 %s ' % (f, r)
 
  if u is not False:
 
  bt2 += '-U %s ' % (u)
 
  bt2 += opt
 
  if no_shrink is False:
 
  if f is False:
 
  bt2 += ' | shrinksam -u -k %s-shrunk.sam ' % (sam)
 
  else:
 
  bt2 += ' | shrinksam -k %s-shrunk.sam ' % (sam)
 
  else:
 
  bt2 += ' > %s.sam' % (sam)
 
  return bt2",generate bowtie2 command,"This function takes in several input parameters, such as a SAM file, a bowtie2 index, forward and reverse fastq files, optional single-end fastq file, optional additional bowtie2 options, a flag for sam shrinking, and a parameter for the number of threads to use for alignment.
The function constructs a bowtie2 command by concatenating various options and file paths. 
If the forward option is provided, it adds the forward and reverse fastq files to the command.
If the single-end option is provided, it adds the single-end fastq file to the command.
It then adds the optional bowtie2 options to the command. 
If the sam shrinking parameter is set to False, it appends a pipe command to the command to shrink the resulting sam file.
If the forward option is set to False and sam shrinking is enabled, it appends a pipe command to the command to shrink the resulting sam file.
Finally, it adds the output sam file path to the command. 
The constructed command is then returned."
"def crossmap(fas, reads, options, no_shrink, keepDB, threads, cluster, nodes):
 
  if cluster is True:
 
  threads = '48'
 
  btc = []
 
  for fa in fas:
 
  btd = bowtiedb(fa, keepDB)
 
  F, R, U = reads
 
  if F is not False:
 
  if U is False:
 
  u = False
 
  for i, f in enumerate(F):
 
  r = R[i]
 
  if U is not False:
 
  u = U[i]
 
  sam = '%s/%s-vs-%s' % (os.getcwd(), \
 
  fa.rsplit('/', 1)[-1], f.rsplit('/', 1)[-1].rsplit('.', 3)[0])
 
  btc.append(bowtie(sam, btd, f, r, u, options, no_shrink, threads))
 
  else:
 
  f = False
 
  r = False
 
  for u in U:
 
  sam = '%s/%s-vs-%s' % (os.getcwd(), \
 
  fa.rsplit('/', 1)[-1], u.rsplit('/', 1)[-1].rsplit('.', 3)[0])
 
  btc.append(bowtie(sam, btd, f, r, u, options, no_shrink, threads))
 
  if cluster is False:
 
  for i in btc:
 
  p = subprocess.Popen(i, shell = True)
 
  p.communicate()
 
  else:
 
  ID = ''.join(random.choice([str(i) for i in range(0, 9)]) for _ in range(5))
 
  for node, commands in enumerate(chunks(btc, nodes), 1):
 
  bs = open('%s/crossmap-qsub.%s.%s.sh' % (os.getcwd(), ID, node), 'w')
 
  print('\n'.join(commands), file=bs)
 
  bs.close()
 
  p = subprocess.Popen(\
 
  'qsub -V -N crossmap %s' \
 
  % (bs.name), \
 
  shell = True)
 
  p.communicate()",map all read sets against all fasta files,"This function performs cross-mapping analysis by aligning sequences in the input fastq files to a reference genome using the Bowtie aligner. It accepts a list of fastq files, reads (forward, reverse, and unpaired), and various options for the alignment. The function can run the alignment either on a local machine or on a cluster. If running on a cluster, the function creates separate batch scripts for each node and submits them to the cluster for execution. The function returns the alignment results in the form of SAM files."
"def get_conn(self, *args, **kwargs):
  connections = self.__connections_for('get_conn', args=args, kwargs=kwargs)
 
 
 
  if len(connections) is 1:
 
  return connections[0]
 
  else:
 
  return connections","Returns a connection object from the router given ``args``.
 
 
 
  Useful in cases where a connection cannot be automatically determined
 
  during all steps of the process. An example of this would be
 
  Redis pipelines.","This function retrieves a connection. It determines the appropriate connection based on the arguments provided, and returns it. If there is only one possible connection, it directly returns that connection. If there are multiple possible connections, it returns the list of connections."
"def __get_nondirect_init(self, init):
 
  crc = init
 
  for i in range(self.Width):
 
  bit = crc & 0x01
 
  if bit:
 
  crc^= self.Poly
 
  crc >>= 1
 
  if bit:
 
  crc |= self.MSB_Mask
 
  return crc & self.Mask",return the non-direct init if the direct algorithm has been selected.,"This function calculates the non-direct initialization value for a given CRC. It iterates over the bits of the CRC and performs XOR and bit shifting operations based on the polynomial and MSB mask. Finally, it returns the calculated non-direct initialization value."
"def reflect(self, data, width):
  x = data & 0x01
 
  for i in range(width - 1):
 
  data >>= 1
 
  x = (x << 1) | (data & 0x01)
 
  return x","reflect a data word, i.e. reverts the bit order.","This function reflects a binary number by reversing its bits. It takes a binary number as input, along with the number of bits in the binary number. It then iterates through the bits of the binary number, starting from the least significant bit. At each iteration, it shifts the binary number to the right by one bit and appends the least significant bit to the left of the reflected number. Finally, it returns the reflected number."
"def bit_by_bit(self, in_data):
 
  # If the input data is a string, convert to bytes.
 
  if isinstance(in_data, str):
 
  in_data = [ord(c) for c in in_data]
 
 
 
  register = self.NonDirectInit
 
  for octet in in_data:
 
  if self.ReflectIn:
 
  octet = self.reflect(octet, 8)
 
  for i in range(8):
 
  topbit = register & self.MSB_Mask
 
  register = ((register << 1) & self.Mask) | ((octet >> (7 - i)) & 0x01)
 
  if topbit:
 
  register ^= self.Poly
 
 
 
  for i in range(self.Width):
 
  topbit = register & self.MSB_Mask
 
  register = ((register << 1) & self.Mask)
 
  if topbit:
 
  register ^= self.Poly
 
 
 
  if self.ReflectOut:
 
  register = self.reflect(register, self.Width)
 
  return register ^ self.XorOut","Classic simple and slow CRC implementation. This function iterates bit
 
  by bit over the augmented input message and returns the calculated CRC
 
  value at the end.","This function performs a bitwise calculation on the input data. If the input data is a string, it is converted to bytes. The function initializes a register with a specific value. Then, for each octet in the input data, the function performs a bitwise calculation using a polynomial and shifts the register. If the top bit of the register is set, it is XORed with the polynomial. After processing all octets, the function performs additional shifts on the register. Finally, if the output needs to be reflected, the register is reversed and returned. The function also XORs the register with a specific value before returning it."
"def gen_table(self):
 
  table_length = 1 << self.TableIdxWidth
 
  tbl = [0] * table_length
 
  for i in range(table_length):
 
  register = i
 
  if self.ReflectIn:
 
  register = self.reflect(register, self.TableIdxWidth)
 
  register = register << (self.Width - self.TableIdxWidth + self.CrcShift)
 
  for j in range(self.TableIdxWidth):
 
  if register & (self.MSB_Mask << self.CrcShift) != 0:
 
  register = (register << 1) ^ (self.Poly << self.CrcShift)
 
  else:
 
  register = (register << 1)
 
  if self.ReflectIn:
 
  register = self.reflect(register >> self.CrcShift, self.Width) << self.CrcShift
 
  tbl[i] = register & (self.Mask << self.CrcShift)
 
  return tbl","This function generates the CRC table used for the table_driven CRC
 
  algorithm. The Python version cannot handle tables of an index width
 
  other than 8. See the generated C code for tables with different sizes
 
  instead.","This function generates a CRC (Cyclic Redundancy Check) lookup table. It creates a table of length 2^TableIdxWidth, where each entry corresponds to a CRC value for a particular index. The function iterates through all the possible indices and computes the corresponding CRC value using the provided polynomial and configuration settings. The computed CRC value is then stored in the table. The function also takes into account reflection of input and output values if specified. The generated table is returned as the output of the function."
"def table_driven(self, in_data):
 
  # If the input data is a string, convert to bytes.
 
  if isinstance(in_data, str):
 
  in_data = [ord(c) for c in in_data]
 
 
 
  tbl = self.gen_table()
 
 
 
  register = self.DirectInit << self.CrcShift
 
  if not self.ReflectIn:
 
  for octet in in_data:
 
  tblidx = ((register >> (self.Width - self.TableIdxWidth + self.CrcShift)) ^ octet) & 0xff
 
  register = ((register << (self.TableIdxWidth - self.CrcShift)) ^ tbl[tblidx]) & (self.Mask << self.CrcShift)
 
  register = register >> self.CrcShift
 
  else:
 
  register = self.reflect(register, self.Width + self.CrcShift) << self.CrcShift
 
  for octet in in_data:
 
  tblidx = ((register >> self.CrcShift) ^ octet) & 0xff
 
  register = ((register >> self.TableIdxWidth) ^ tbl[tblidx]) & (self.Mask << self.CrcShift)
 
  register = self.reflect(register, self.Width + self.CrcShift) & self.Mask
 
 
 
  if self.ReflectOut:
 
  register = self.reflect(register, self.Width)
 
  return register ^ self.XorOut",The Standard table_driven CRC algorithm.,"This function calculates the CRC (Cyclic Redundancy Check) for the given input data using a table-driven approach. It takes the input data as a parameter and converts it to bytes if it is a string. The function then generates a lookup table using the ""gen_table"" method. 

The function initializes a register with the DirectInit value and shifts it by the CrcShift value. The function then checks if the ReflectIn parameter is False. If it is, the function iterates through each byte in the input data. For each byte, it calculates an index for the lookup table by performing bitwise operations on the register and the byte. The register is then updated using the calculated index and the table. Finally, the register is shifted right by the CrcShift value.

If the ReflectIn parameter is True, the function reflects the register and shifts it by the CrcShift value. It then performs the same iteration as before, but with slightly different bitwise operations on the register. The register is again reflected and masked to ensure the correct number of bits.

After the iteration is complete, the function checks if the ReflectOut parameter is True. If it is, the register is reflected and returned XOR-ed with the XorOut value. Otherwise, the register is directly returned XOR-ed with the XorOut value."
"def parse_masked(seq, min_len):
 
  nm, masked = [], [[]]
 
  prev = None
 
  for base in seq[1]:
 
  if base.isupper():
 
  nm.append(base)
 
  if masked != [[]] and len(masked[-1]) < min_len:
 
  nm.extend(masked[-1])
 
  del masked[-1]
 
  prev = False
 
  elif base.islower():
 
  if prev is False:
 
  masked.append([])
 
  masked[-1].append(base)
 
  prev = True
 
  return nm, masked",parse masked sequence into non-masked and masked regions,"This function takes in a sequence and a minimum length as input. It parses the sequence for masked regions and returns two lists - one containing the non-masked bases and another containing the masked regions. The function looks for uppercase bases to identify non-masked regions, and lowercase bases to identify masked regions. If a masked region is followed by another masked region, they are grouped together. The length of the masked regions should be greater than or equal to the minimum length specified."
"def strip_masked(fasta, min_len, print_masked):
 
 
  for seq in parse_fasta(fasta):
 
  nm, masked = parse_masked(seq, min_len)
 
  nm = ['%s removed_masked >=%s' % (seq[0], min_len), ''.join(nm)]
 
  yield [0, nm]
 
  if print_masked is True:
 
  for i, m in enumerate([i for i in masked if i != []], 1):
 
  m = ['%s insertion:%s' % (seq[0], i), ''.join(m)]
 
  yield [1, m]","remove masked regions from fasta file as long as
 
  they are longer than min_len","This function takes a fasta file, a minimum length, and a boolean flag as inputs. It strips masked regions from the sequences in the fasta file that are shorter than the minimum length. It returns a modified fasta file where the masked regions have been removed. If the print_masked flag is True, it also returns a separate fasta file that contains the masked regions that were removed. The function uses the parse_fasta() and parse_masked() functions to process the input fasta file. The output fasta file is generated using the yield statement."
"def get_relative_abundance(biomfile):
  biomf = biom.load_table(biomfile)
 
  norm_biomf = biomf.norm(inplace=False)
 
  rel_abd = {}
 
  for sid in norm_biomf.ids():
 
  rel_abd[sid] = {}
 
  for otuid in norm_biomf.ids(""observation""):
 
  otuname = oc.otu_name(norm_biomf.metadata(otuid, axis=""observation"")[""taxonomy""])
 
  otuname = "" "".join(otuname.split(""_""))
 
  abd = norm_biomf.get_value_by_ids(otuid, sid)
 
  rel_abd[sid][otuname] = abd
 
  ast_rel_abd = bc.arcsine_sqrt_transform(rel_abd)
 
  return ast_rel_abd","Return arcsine transformed relative abundance from a BIOM format file.
 
 
 
  :type biomfile: BIOM format file
 
  :param biomfile: BIOM format file used to obtain relative abundances for each OTU in
 
  a SampleID, which are used as node sizes in network plots.
 
 
 
  :type return: Dictionary of dictionaries.
 
  :return: Dictionary keyed on SampleID whose value is a dictionarykeyed on OTU Name
 
  whose value is the arc sine tranfsormed relative abundance value for that
 
  SampleID-OTU Name pair.","This function takes as input a biom file and calculates the relative abundance of each observation (OTU) in each sample (SID) within the file. It first loads the biom file and normalizes it. It then iterates over each sample and observation, retrieves the taxonomy name for each observation, and calculates the relative abundance. The relative abundance values are arcsine square root transformed. The function returns a dictionary of the arcsine square root transformed relative abundance values."
